iter	RMSE
826	1.685552245
827	1.684094144
828	1.681511206
829	1.679549307
830	1.679134409
831	1.677015079
832	1.673936849
833	1.671618686
834	1.669533965
835	1.667272348
836	1.66464988
837	1.663093818
838	1.662129979
839	1.659965424
840	1.659818115
841	1.65901268
842	1.656339086
843	1.654862852
844	1.65473162
845	1.653378845
846	1.651614231
847	1.648421475
848	1.64528874
849	1.641244036
850	1.639829282
851	1.63596329
852	1.633085191
853	1.630100879
854	1.628034933
855	1.625432131
856	1.623160698
857	1.619586542
858	1.61805248
859	1.615018663
860	1.614706297
861	1.611565863
862	1.608603541
863	1.60503592
864	1.602783232
865	1.600044231
866	1.597755166
867	1.594690321
868	1.594210637
869	1.592585441
870	1.590441195
871	1.588383784
872	1.585803848
873	1.582562386
874	1.582414344
875	1.57910759
876	1.577840473
877	1.576230467
878	1.575257183
879	1.575025249
880	1.572247979
881	1.570001608
882	1.567847853
883	1.567095733
884	1.564671829
885	1.562689255
886	1.561340037
887	1.560159481
888	1.557088598
889	1.55485855
890	1.551591619
891	1.548698821
892	1.547455217
893	1.544272562
894	1.541017015
895	1.539968561
896	1.538744408
897	1.536398318
898	1.534672289
899	1.532683755
900	1.530102558
901	1.529211
902	1.528802628
903	1.526164864
904	1.52382959
905	1.521560054
906	1.520217286
907	1.518207569
908	1.518026589
909	1.517182518
910	1.515270598
911	1.513129031
912	1.511816964
913	1.50973994
914	1.507474838
915	1.505108909
916	1.502986232
917	1.502591379
918	1.500962905
919	1.499153383
920	1.498596909
921	1.49543268
922	1.494126527
923	1.49143335
924	1.48922356
925	1.488926483
926	1.487318427
927	1.486113293
928	1.484514148
929	1.481815916
930	1.479117215
931	1.478616627
932	1.477185753
933	1.475315024
934	1.472959316
935	1.471588505
936	1.471225601
937	1.46973722
938	1.467068851
939	1.466851975
940	1.46582093
941	1.464303346
942	1.461524934
943	1.459363125
944	1.457318562
945	1.45686823
946	1.455362756
947	1.454248463
948	1.451226312
949	1.450163882
950	1.447275146
951	1.445265922
952	1.442787438
953	1.440379079
954	1.439034219
955	1.437753938
956	1.43665729
957	1.433676325
958	1.43151194
959	1.428864886
960	1.427059611
961	1.42579962
962	1.423259821
963	1.421096916
964	1.419470063
965	1.417589571
966	1.414623987
967	1.412684191
968	1.410100024
969	1.408972731
970	1.406193296
971	1.405128879
972	1.405016702
973	1.40267574
974	1.399735248
975	1.398985765
976	1.396912487
977	1.395984213
978	1.394772475
979	1.39213662
980	1.389391165
981	1.387520913
982	1.385706785
983	1.383584463
984	1.380454751
985	1.378931418
986	1.376150908
987	1.373701925
988	1.371867112
989	1.371093193
990	1.369911276
991	1.369639726
992	1.369375174
993	1.369051708
994	1.367438012
995	1.366255698
996	1.364963104
997	1.363061698
998	1.361805867
999	1.360109886
